,Month,Coal Production (Thousand Short Tons),Coal Net Imports (Thousand Short Tons),Coal Stock Change (Thousand Short Tons),Coal Consumption (Thousand Short Tons),Wood Energy Production (Trillion Btu),Biofuels Production (Trillion Btu),Total Biomass Energy Production (Trillion Btu),Total Renewable Energy Production (Trillion Btu),Hydroelectric Power Consumption (Trillion Btu),Geothermal Energy Consumption (Trillion Btu),Solar Energy Consumption (Trillion Btu),Wind Energy Consumption (Trillion Btu),Wood Energy Consumption (Trillion Btu),Waste Energy Consumption (Trillion Btu),Biofuels Consumption (Trillion Btu),Total Biomass Energy Consumption (Trillion Btu),Total Renewable Energy Consumption (Trillion Btu),Total Petroleum Field Production (Thousand Barrels per Day),Petroleum Imports (Thousand Barrels per Day),Petroleum Exports (Thousand Barrels per Day),Petroleum Stock Change (Thousand Barrels per Day),Petroleum Products Supplied (Thousand Barrels per Day),Natural Gas Marketed Production (Wet) (Billion Cubic Feet),Natural Gas Imports (Billion Cubic Feet),Natural Gas Exports (Billion Cubic Feet),Natural Gas Net Storage Withdrawals (Billion Cubic Feet),Natural Gas Consumption (Billion Cubic Feet)
536,2017-09-01,62891.468,-8312.021,-2349.335,59039.437,181.667,192.055,411.947,844.056,176.445,17.486,73.157,165.021,174.284,38.225,190.088,402.597,834.706,13264.625,9752.467,6288.833,-303.332,19629.412,2438.213,229.444,248.916,-323.349,1920.233
537,2017-10-01,66367.608,-8548.877,1847.455,54435.842,187.009,200.758,428.203,898.917,163.053,16.579,66.573,224.509,180.731,40.436,196.438,417.605,888.319,13687.78,9740.935,7086.416,-1161.213,19970.876,2564.255,241.338,279.775,-253.596,2031.694
538,2017-11-01,64345.233,-8681.88,2134.654,55357.275,188.537,203.282,433.495,890.499,183.231,17.239,48.183,208.351,181.492,41.676,194.257,417.425,874.429,14193.569,9876.2,7144.011,-599.29,20310.271,2558.771,240.314,287.727,90.456,2357.822
539,2017-12-01,63219.765,-9410.535,-5515.753,63002.781,200.018,205.044,448.499,921.636,204.969,18.115,45.518,204.535,190.992,43.437,195.258,429.687,902.825,13961.833,9934.935,7135.765,-922.945,20319.228,2628.395,274.478,300.138,707.086,3084.415
540,2018-01-01,61971.188,-8159.585,-13881.359,69253.774,202.229,199.523,445.08,972.47,228.183,17.604,48.551,233.052,196.648,43.328,186.508,426.483,953.873,13851.283,10280.065,6461.002,-405.156,20564.365,2618.315,299.891,300.234,913.41,3341.039
541,2018-02-01,60268.717,-8633.367,-2738.38,50024.953,184.106,183.606,407.868,917.637,226.71,16.471,55.472,211.117,176.28,40.156,165.761,382.197,891.967,14321.286,9585.643,6907.006,-142.439,19693.135,2414.348,237.417,275.652,476.95,2710.812
542,2018-03-01,65503.579,-9368.214,5081.329,48869.909,198.581,201.616,443.437,1011.223,235.435,17.836,73.59,240.926,192.76,43.24,192.011,428.011,995.797,14688.833,9822.226,7336.93,-456.748,20731.229,2704.217,270.762,291.468,292.55,2796.803
543,2018-04-01,58046.234,-10538.111,1275.056,44793.442,187.799,191.115,419.576,1018.357,255.96,16.034,86.16,240.627,180.506,40.661,181.294,402.462,1001.242,14782.137,10374.967,7797.015,118.572,20038.353,2612.541,242.264,278.941,-37.154,2350.552
544,2018-05-01,61210.859,-8855.99,-1133.607,51573.59,196.992,201.876,439.621,1049.282,277.165,17.981,96.447,218.069,189.064,40.753,200.542,430.359,1040.02,14808.618,10226.645,7716.983,169.482,20251.206,2730.667,227.168,272.116,-433.358,2055.084
545,2018-06-01,61572.368,-9597.893,-6753.456,60239.976,195.226,200.293,434.512,1029.846,251.248,17.053,102.139,224.895,186.429,38.993,193.785,419.206,1014.54,14941.577,10726.033,7823.709,-108.761,20770.269,2655.954,228.469,261.995,-357.739,2063.233
546,2018-07-01,62967.242,-9231.859,-12556.197,68083.151,202.798,209.602,451.901,945.119,228.506,17.862,97.121,149.73,196.063,39.5,199.489,435.051,928.27,15355.115,10193.129,7962.52,185.729,20671.374,2799.146,247.012,305.997,-193.992,2350.873
547,2018-08-01,69325.458,-9511.16,-5714.485,67976.37,202.636,212.287,454.811,948.886,200.442,17.839,95.113,180.682,194.39,39.888,205.896,440.174,934.249,15985.14,10433.871,7163.928,621.593,21356.101,2855.6,237.025,311.449,-243.939,2313.979
548,2018-09-01,62438.499,-9420.334,-2520.44,58159.414,190.166,193.836,420.524,865.466,174.484,17.308,84.547,168.603,181.638,36.521,182.001,400.16,845.102,16101.672,9888.9,7414.915,1310.949,20084.108,2808.817,214.074,301.742,-343.832,2156.178
549,2018-10-01,66532.053,-10463.672,3884.671,52811.207,195.971,204.468,441.384,901.608,177.967,16.983,72.324,192.949,186.574,40.945,195.775,423.295,883.518,16141.638,9467.935,8011.173,-520.494,20785.793,2939.25,215.128,306.653,-299.401,2285.982
550,2018-11-01,62857.303,-8519.976,-166.298,56170.449,193.32,198.235,432.494,905.4,199.493,17.335,55.646,200.431,184.591,40.939,188.869,414.399,887.305,16469.787,9272.3,8280.887,-257.424,20774.216,2894.098,212.486,337.789,211.877,2716.057
551,2018-12-01,63473.595,-7989.756,-1936.754,60149.091,204.739,200.115,447.277,943.07,207.545,18.558,48.405,221.284,195.562,42.423,191.315,429.301,925.094,16487.234,9020.581,8300.992,23.803,20327.481,2975.914,257.148,363.806,328.89,2999.625
552,2019-01-01,65835.69,-8704.35,-3800.065,60214.014,209.09,195.433,442.887,964.565,220.406,18.335,54.23,228.708,203.047,38.365,177.479,418.892,940.57,16419.077,9768.065,7982.272,246.004,20614.981,2980.505,290.886,364.787,730.189,3409.295
553,2019-02-01,58314.673,-6393.277,1532.338,49217.72,190.755,176.892,402.519,884.903,198.705,16.779,57.503,209.396,182.359,34.872,172.289,389.52,871.904,16391.584,8671.393,8219.217,-596.853,20283.869,2708.742,233.344,329.954,586.197,3010.255
554,2019-03-01,55667.043,-8426.546,-1208.732,48416.728,199.57,191.081,428.85,1003.543,232.572,18.476,85.887,237.758,192.456,38.199,185.973,416.628,991.321,16666.789,8904.871,7945.54,-100.144,20176.242,3019.39,252.989,373.539,256.918,2906.919
555,2019-04-01,61213.194,-8105.186,10497.959,37373.124,194.701,193.457,423.067,1040.048,232.001,16.499,97.995,270.486,186.579,34.909,184.627,406.116,1023.097,16924.932,9524.8,8382.226,596.143,20332.6,2933.716,206.559,338.213,-401.032,2204.996
556,2019-05-01,61861.533,-8571.638,8683.835,44125.949,201.347,202.177,438.528,1070.913,273.672,17.658,104.592,236.462,193.38,35.004,199.176,427.56,1059.944,17002.998,9892.935,8237.987,1281.344,20387.087,3055.477,207.651,368.568,-493.648,2126.139
557,2019-06-01,56705.833,-7648.474,2220.141,48346.607,197.001,197.063,429.247,1009.376,240.972,17.622,112.622,208.914,187.658,35.183,193.872,416.713,996.843,16882.244,9296.733,8576.239,-98.583,20653.976,2968.544,201.163,360.226,-451.688,2119.425
558,2019-07-01,59068.791,-5957.611,-5939.703,59993.451,203.349,202.891,441.656,992.281,216.036,18.245,115.836,200.508,194.994,35.417,196.907,427.318,977.942,16526.418,9600.774,8084.063,158.326,20734.572,3083.779,230.407,393.4,-270.325,2409.508
559,2019-08-01,63794.62,-7229.776,954.756,56464.017,210.748,199.004,445.598,947.91,191.559,18.225,111.638,180.889,200.298,35.846,193.783,429.927,932.239,17190.64,9386.613,8437.641,-270.645,21157.914,3159.401,220.076,384.983,-303.348,2440.706
560,2019-09-01,58597.42,-7090.795,1792.115,51325.749,196.224,182.097,411.846,897.109,148.611,17.823,96.824,222.005,186.503,33.524,179.009,399.036,884.3,17484.687,8711.767,8671.817,-76.595,20248.481,3053.609,208.286,394.511,-439.79,2217.254
561,2019-10-01,57674.057,-5847.62,10053.285,41491.706,195.969,191.976,424.908,933.44,148.32,17.019,87.041,256.153,187.227,36.963,190.897,415.087,923.619,17694.81,8599.194,9039.354,-531.711,20713.986,3199.983,210.537,425.775,-363.774,2327.959
562,2019-11-01,54392.702,-7116.281,5014.326,45853.555,196.174,191.984,424.845,924.473,186.814,15.34,64.38,233.094,186.792,36.687,186.832,410.311,909.938,17854.28,8103.2,8741.263,-283.9,20736.154,3119.588,223.765,441.362,159.096,2778.553
563,2019-12-01,53183.707,-5975.96,6057.696,44529.902,205.881,203.464,447.507,968.694,202.164,17.241,54.309,247.474,195.874,38.162,193.89,427.927,949.114,17793.613,9159.452,9330.737,-43.81,20442.87,3232.454,256.053,481.006,433.402,3148.053
