,Month,Coal Production (Thousand Short Tons),Coal Net Imports (Thousand Short Tons),Coal Stock Change (Thousand Short Tons),Coal Consumption (Thousand Short Tons),Wood Energy Production (Trillion Btu),Biofuels Production (Trillion Btu),Total Biomass Energy Production (Trillion Btu),Total Renewable Energy Production (Trillion Btu),Hydroelectric Power Consumption (Trillion Btu),Geothermal Energy Consumption (Trillion Btu),Solar Energy Consumption (Trillion Btu),Wind Energy Consumption (Trillion Btu),Wood Energy Consumption (Trillion Btu),Waste Energy Consumption (Trillion Btu),Biofuels Consumption (Trillion Btu),Total Biomass Energy Consumption (Trillion Btu),Total Renewable Energy Consumption (Trillion Btu),Total Petroleum Field Production (Thousand Barrels per Day),Petroleum Imports (Thousand Barrels per Day),Petroleum Exports (Thousand Barrels per Day),Petroleum Stock Change (Thousand Barrels per Day),Petroleum Products Supplied (Thousand Barrels per Day),Natural Gas Marketed Production (Wet) (Billion Cubic Feet),Natural Gas Imports (Billion Cubic Feet),Natural Gas Exports (Billion Cubic Feet),Natural Gas Net Storage Withdrawals (Billion Cubic Feet),Natural Gas Consumption (Billion Cubic Feet)
188,1988-09-01,83595.541,-10036.887,-329.33,71377.027,211.218,10.169,247.357,426.312,170.174,8.772,0.01,0.0,211.218,25.97,10.169,247.357,426.312,9515.9,7505.632,672.613,162.467,17071.649,1364.613,95.861,7.187,-267.877,1098.633
189,1988-10-01,81241.029,-8781.031,4121.356,70248.363,218.198,10.508,255.517,422.602,158.144,8.939,0.001,0.0,218.198,26.811,10.508,255.517,422.602,9683.871,7829.924,732.36,65.548,17579.737,1482.372,106.884,5.497,-109.893,1231.925
190,1988-11-01,83283.636,-8130.736,2706.222,70008.168,211.191,10.169,247.096,448.903,192.932,8.874,0.001,0.0,211.191,25.737,10.169,247.096,448.903,9689.767,7714.168,716.948,28.333,17619.672,1510.986,120.685,6.771,42.109,1452.505
191,1988-12-01,80584.221,-8892.255,-3687.317,78191.217,218.215,10.508,255.345,472.132,208.016,8.77,0.001,0.001,218.215,26.623,10.508,255.345,472.132,9575.839,7727.142,1008.261,-1098.161,18365.221,1593.349,127.943,9.05,335.198,1819.933
192,1989-01-01,82330.822,-6239.77,-2879.107,77972.523,231.17,10.649,266.572,509.147,224.04,14.134,2.882,1.521,231.17,24.753,10.649,266.572,509.147,9601.704,8254.968,760.614,742.258,17268.679,1607.03,119.269,6.722,373.844,2041.11
193,1989-02-01,75414.376,-6616.674,-4085.566,73707.444,211.272,9.618,243.927,461.435,199.31,12.761,3.105,2.331,211.272,23.037,9.618,243.927,461.435,9395.409,8031.5,874.803,-686.857,17919.608,1484.383,110.218,7.253,581.789,2029.521
194,1989-03-01,89421.046,-8040.871,2763.33,73129.833,236.6,10.649,268.315,532.715,242.358,15.001,4.371,2.671,236.6,21.067,10.649,268.315,532.715,9224.964,7456.129,860.107,-1050.71,17989.037,1573.421,113.196,11.127,262.847,1971.375
195,1989-04-01,77455.832,-8945.93,3948.428,66694.322,218.29,10.305,251.946,530.097,257.728,13.095,4.845,2.484,218.29,23.351,10.305,251.946,530.097,9445.587,8077.833,809.856,906.967,16623.958,1498.615,110.335,11.137,-45.099,1609.047
196,1989-05-01,82775.678,-9372.63,4704.16,68795.624,200.711,10.649,241.235,562.701,300.24,13.857,5.239,2.131,200.711,29.876,10.649,241.235,562.701,9436.182,7777.871,791.479,869.581,16546.072,1518.64,107.98,8.03,-283.112,1378.679
197,1989-06-01,78794.697,-9439.626,-3774.627,73767.343,208.439,10.305,248.447,546.136,277.046,13.664,5.348,1.631,208.439,29.704,10.305,248.447,546.136,9131.268,7977.267,974.866,-498.0,17496.783,1456.458,103.706,8.943,-360.12,1231.45
198,1989-07-01,66600.787,-5833.725,-14166.964,80039.787,217.404,10.649,261.318,525.098,242.678,13.872,5.748,1.482,217.404,33.265,10.649,261.318,525.098,8985.553,8369.0,780.092,1330.226,16452.867,1484.431,101.486,8.681,-348.122,1257.991
199,1989-08-01,91348.566,-7874.625,-968.672,80599.391,234.088,10.649,276.985,513.154,216.086,13.414,5.595,1.075,234.088,32.249,10.649,276.985,513.154,9048.071,8560.0,966.515,178.419,17360.392,1473.242,107.77,9.148,-333.118,1252.297
200,1989-09-01,85114.815,-9358.312,1641.56,72790.488,220.479,10.305,264.811,487.949,202.515,12.52,5.181,2.923,220.479,34.027,10.305,264.811,487.949,9028.208,8002.333,655.464,432.533,16794.991,1402.249,116.763,8.998,-286.109,1212.562
201,1989-10-01,89872.618,-9132.549,6257.818,71558.601,230.492,10.649,276.462,511.06,214.892,13.157,4.717,1.832,230.492,35.321,10.649,276.462,511.06,8930.714,8301.419,790.787,-304.71,17303.591,1472.124,122.663,10.453,-129.098,1367.713
202,1989-11-01,87236.399,-9523.577,4543.972,72019.256,231.613,10.305,276.819,521.324,226.777,12.562,3.885,1.281,231.613,34.901,10.305,276.819,521.324,9018.914,8341.033,974.624,173.167,17311.036,1532.751,123.159,7.909,122.894,1590.227
203,1989-12-01,74363.154,-7585.244,-11728.646,83925.271,239.066,10.649,282.52,533.841,233.595,13.504,3.551,0.671,239.066,32.806,10.649,282.52,533.841,8679.496,7579.419,1067.203,-2636.71,18857.711,1591.803,144.973,8.471,769.715,2177.029
204,1990-01-01,90561.024,-7272.472,4372.581,77917.507,193.411,9.416,236.692,511.272,253.277,15.036,3.133,3.134,193.411,33.865,9.416,236.692,511.272,9087.238,9197.323,709.288,1557.032,16963.809,1688.405,140.176,13.694,261.319,2164.199
205,1990-02-01,82021.209,-5974.819,6988.703,69138.38,186.722,8.505,226.266,508.361,262.555,13.739,3.396,2.405,186.722,31.039,8.505,226.266,508.361,9067.456,8399.214,822.011,177.107,17174.846,1504.126,117.576,7.641,275.146,1864.019
206,1990-03-01,91601.883,-8400.977,9393.809,72120.262,199.565,9.416,244.248,567.935,301.333,15.116,4.686,2.551,199.565,35.267,9.416,244.248,567.935,8959.728,7964.613,880.131,234.419,17087.202,1595.556,115.979,11.333,140.205,1829.32
207,1990-04-01,83167.465,-8408.078,7581.861,68396.59,190.159,9.112,232.64,530.43,276.175,12.08,5.161,4.373,190.159,33.369,9.112,232.64,530.43,8899.739,7857.667,760.709,-57.5,16778.367,1512.357,123.36,6.155,-51.87,1631.8
208,1990-05-01,86518.76,-9683.213,6670.616,69683.12,166.803,9.416,210.108,525.673,291.917,14.14,5.865,3.644,166.803,33.889,9.416,210.108,525.673,8830.697,8833.968,689.751,1010.903,16914.524,1529.569,122.917,5.906,-260.78,1420.835
209,1990-06-01,84592.337,-8967.299,-138.268,75714.409,134.939,9.112,178.544,503.363,300.121,14.647,5.823,4.227,134.939,34.493,9.112,178.544,503.363,8563.871,8746.867,803.24,450.233,17165.362,1487.364,117.009,6.209,-295.855,1321.763
210,1990-07-01,79797.709,-8993.827,-8986.061,82114.088,176.618,9.416,219.713,499.495,257.581,14.779,6.183,1.239,176.618,33.679,9.416,219.713,499.495,8657.488,9048.258,695.566,775.194,17083.588,1512.439,119.686,4.569,-312.364,1313.951
211,1990-08-01,91841.73,-9945.006,-3686.064,83806.284,201.445,9.416,245.632,497.455,230.354,14.592,6.147,0.729,201.445,34.771,9.416,245.632,497.455,8861.343,8643.839,849.663,-339.968,18050.487,1518.246,118.485,4.536,-291.838,1342.953
212,1990-09-01,83120.068,-10044.051,-1985.289,77368.112,196.099,9.112,239.932,447.349,187.254,13.746,5.469,0.947,196.099,34.72,9.112,239.932,447.349,8820.753,7361.333,846.847,-9.833,16512.014,1454.351,119.523,6.597,-260.295,1304.567
213,1990-10-01,93424.216,-8472.293,6384.173,75716.732,190.414,9.416,235.437,460.199,203.213,14.398,5.038,2.114,190.414,35.607,9.416,235.437,460.199,9209.34,6716.742,948.644,-767.226,16934.427,1581.541,141.974,6.275,-152.408,1426.626
214,1990-11-01,86763.139,-9396.766,4665.692,72438.484,177.629,9.112,220.256,459.565,219.084,13.805,4.015,2.405,177.629,33.515,9.112,220.256,459.565,9076.885,7002.767,1085.232,-686.067,16694.99,1578.68,139.691,5.897,12.008,1574.002
215,1990-12-01,75665.987,-7545.693,-4719.625,80083.601,202.362,9.416,245.644,528.927,263.525,14.668,3.851,1.239,202.362,33.866,9.416,245.644,528.927,8941.259,6439.065,1187.417,-1071.968,16494.455,1631.158,155.884,6.753,423.798,1979.52
216,1991-01-01,86260.621,-5950.638,-1702.099,82810.979,221.773,10.871,269.531,569.477,280.572,15.446,3.28,0.648,221.773,36.887,10.871,269.531,569.477,9146.511,7103.387,1199.015,-1098.387,16892.58,1685.877,163.448,9.562,567.328,2331.248
217,1991-02-01,83035.943,-7698.062,6385.761,69163.308,161.586,9.819,204.535,465.116,240.524,13.497,3.535,3.026,161.586,33.129,9.819,204.535,465.116,9332.069,6865.357,1440.897,-472.821,16338.799,1483.427,137.998,10.566,296.693,1939.65
218,1991-03-01,85449.916,-7731.283,7334.832,70078.844,165.815,10.871,214.374,519.109,282.566,15.382,4.626,2.161,165.815,37.688,10.871,214.374,519.109,9229.393,6646.161,943.69,-507.452,16212.293,1606.874,151.487,10.001,168.473,1876.365
219,1991-04-01,79632.853,-6719.17,4796.108,65017.029,142.348,10.521,190.452,492.912,281.008,13.871,5.096,2.485,142.348,37.583,10.521,190.452,492.912,9173.054,7417.567,737.384,677.5,16138.765,1531.264,143.955,9.039,-129.824,1583.035
220,1991-05-01,80190.23,-9770.543,777.369,70901.257,156.299,10.871,206.579,540.589,309.826,14.196,6.206,3.782,156.299,39.409,10.871,206.579,540.589,9065.286,8518.258,1149.438,1553.806,16189.031,1521.809,141.292,7.744,-272.176,1383.932
221,1991-06-01,77182.456,-8994.257,-4504.58,75581.345,161.835,10.521,209.721,513.638,280.947,15.048,6.301,1.621,161.835,37.366,10.521,209.721,513.638,8947.693,8244.633,921.478,247.267,16877.767,1450.544,133.264,6.706,-284.041,1247.821
222,1991-07-01,80150.65,-9750.509,-10337.723,82301.26,163.21,10.871,210.055,499.535,266.05,15.07,6.739,1.621,163.21,35.974,10.871,210.055,499.535,8968.632,7755.419,962.6,46.452,16970.534,1464.959,134.859,7.83,-223.661,1345.751
223,1991-08-01,89321.347,-10292.816,-5141.5,82276.459,201.887,10.871,250.834,512.229,237.525,14.928,6.565,2.377,201.887,38.076,10.871,250.834,512.229,8943.068,8669.645,837.361,419.387,17183.076,1470.857,127.139,9.526,-208.672,1336.122
224,1991-09-01,81965.759,-10169.741,-1748.806,74643.435,220.843,10.521,267.735,491.722,201.861,14.03,5.935,2.161,220.843,36.371,10.521,267.735,491.722,8990.532,7826.433,784.66,497.033,16847.64,1463.974,133.934,10.737,-225.923,1280.641
225,1991-10-01,90820.939,-9030.237,4647.485,72948.511,204.17,10.871,249.408,467.135,193.296,14.793,5.208,4.43,204.17,34.366,10.871,249.408,467.135,9123.274,7467.452,917.771,-607.581,16995.794,1580.397,156.635,14.393,-154.426,1468.429
226,1991-11-01,82194.182,-10303.805,-466.013,75197.695,194.094,10.521,241.541,467.743,202.13,15.411,4.23,4.43,194.094,36.927,10.521,241.541,467.743,9025.143,7615.133,925.62,104.8,16730.353,1599.756,168.718,15.105,209.98,1728.204
227,1991-12-01,79778.985,-9167.741,-987.599,78306.681,220.221,10.871,267.033,528.581,239.639,15.954,3.902,2.053,220.221,35.94,10.871,267.033,528.581,8985.334,7337.097,1213.413,-975.194,17144.688,1672.701,180.585,18.036,336.434,2040.869
228,1992-01-01,87947.547,-8317.339,-356.818,79495.144,225.223,12.282,279.197,535.605,235.95,15.635,3.273,1.551,225.223,41.692,12.282,279.197,535.605,9048.867,7712.065,1143.82,-216.935,17012.107,1663.111,164.636,16.432,563.465,2280.417
229,1992-02-01,82139.379,-7545.17,4390.625,71012.597,179.107,11.489,230.468,449.194,196.021,13.827,3.545,5.333,179.107,39.871,11.489,230.468,449.194,9084.288,6826.931,851.578,-779.862,16892.607,1466.733,175.243,13.986,418.132,2072.672
230,1992-03-01,85869.237,-8189.687,3769.433,73820.015,169.584,12.282,221.177,482.783,237.66,15.679,4.873,3.393,169.584,39.312,12.282,221.177,482.783,9042.11,7068.032,912.058,-541.548,16824.864,1547.288,180.482,22.511,323.025,1977.102
231,1992-04-01,82448.77,-8377.544,2943.497,68950.957,162.501,11.886,210.172,445.954,212.719,14.254,5.512,3.297,162.501,35.785,11.886,210.172,445.954,8985.274,8092.133,937.21,407.6,16764.284,1518.106,176.146,17.754,-19.635,1741.334
232,1992-05-01,80249.719,-9143.826,3285.579,70614.019,136.512,12.282,190.537,455.238,242.426,15.069,6.236,0.97,136.512,41.743,12.282,190.537,455.238,8863.309,7823.484,884.878,625.323,16485.434,1557.151,174.312,19.03,-299.192,1476.109
233,1992-06-01,80036.29,-8445.395,-931.305,74056.109,178.938,11.886,230.985,497.881,244.966,14.876,6.278,0.776,178.938,40.161,11.886,230.985,497.881,8868.777,7946.167,957.072,23.2,16978.149,1514.984,162.249,17.812,-348.522,1329.824
234,1992-07-01,80861.914,-9209.588,-11511.719,84516.155,196.218,12.282,250.15,486.977,214.207,15.109,6.735,0.776,196.218,41.651,12.282,250.15,486.977,8813.713,8479.29,929.344,533.871,17143.301,1563.702,167.216,15.868,-331.105,1393.796
235,1992-08-01,84536.583,-7408.098,-3561.379,81115.988,216.248,12.282,269.662,491.44,198.457,15.214,6.653,1.454,216.248,41.132,12.282,269.662,491.44,8559.401,8259.645,789.244,36.903,16928.603,1522.282,174.733,18.229,-333.972,1338.482
236,1992-09-01,83656.548,-8981.244,-1633.513,76176.47,199.5,11.886,251.511,458.262,183.3,14.18,5.975,3.297,199.5,40.125,11.886,251.511,458.262,8690.119,8177.5,847.616,492.667,16875.505,1507.66,166.117,18.136,-321.447,1316.428
237,1992-10-01,86363.981,-6972.419,3895.098,73631.888,219.054,12.282,269.545,472.679,180.27,14.943,5.4,2.521,219.054,38.209,12.282,269.545,472.679,8847.783,8505.161,902.407,152.516,17448.141,1607.569,176.466,19.272,-200.864,1420.942
238,1992-11-01,80335.268,-8340.659,711.283,73551.673,220.592,11.886,264.383,498.631,212.065,14.869,4.404,2.909,220.592,31.905,11.886,264.383,498.631,8778.061,7872.033,995.466,-150.133,17091.003,1587.552,210.479,18.527,194.435,1719.099
239,1992-12-01,83099.697,-7782.463,-3997.585,80713.784,209.993,12.282,263.891,545.912,259.394,15.043,3.996,3.587,209.993,41.616,12.282,263.891,545.912,8847.344,7838.806,1237.194,-1414.774,17927.58,1655.671,209.426,18.724,528.561,2162.025
240,1993-01-01,80982.073,-6172.646,-2648.401,80663.12,212.917,14.701,274.257,564.643,268.521,15.945,3.37,2.55,212.917,46.639,13.931,273.487,563.873,8698.039,8004.0,1134.736,854.613,16173.366,1647.725,200.07,16.661,577.677,2316.258
241,1993-02-01,76918.67,-6153.5,-2594.453,74794.963,190.799,12.587,240.964,477.337,216.725,15.426,3.712,0.51,190.799,37.578,12.979,241.356,477.729,8719.271,7948.036,1033.007,-577.429,17334.075,1480.823,190.711,12.323,569.098,2198.866
242,1993-03-01,85515.869,-5095.184,-1370.309,78172.646,202.466,14.83,263.204,543.313,253.399,16.137,5.218,5.356,202.466,45.908,15.052,263.426,543.535,8767.612,8284.935,969.748,-390.097,17574.711,1626.129,204.415,16.229,316.166,2178.04
243,1993-04-01,79074.027,-4812.441,3140.978,70048.053,176.447,14.208,226.859,527.476,274.886,15.99,5.916,3.826,176.447,36.205,13.434,226.086,526.703,8683.375,8768.467,1067.191,878.633,16781.285,1542.286,188.666,11.287,-112.943,1712.689
244,1993-05-01,73727.823,-5752.876,1441.192,70336.817,141.057,14.454,196.012,537.102,316.469,14.37,6.426,3.826,141.057,40.502,13.452,195.01,536.1,8579.114,8662.548,1081.924,1062.645,16507.971,1567.985,171.307,11.324,-441.43,1330.112
245,1993-06-01,80948.231,-8063.665,-5984.96,78621.11,142.881,13.992,197.445,506.688,287.581,14.436,6.333,0.893,142.881,40.571,13.51,196.963,506.206,8548.026,8804.967,899.525,574.133,17095.918,1515.17,182.364,10.554,-387.875,1344.31
246,1993-07-01,70797.674,-5854.049,-21490.121,89450.433,159.077,13.875,212.707,491.684,254.885,15.78,6.909,1.403,159.077,39.755,13.684,212.516,491.493,8429.464,9218.774,1000.761,503.129,17357.084,1547.598,194.581,12.691,-362.806,1423.693
247,1993-08-01,76277.1,-4913.155,-15389.277,88607.984,215.249,12.088,262.322,502.29,216.292,16.007,6.904,0.765,215.249,34.984,11.273,261.507,501.475,8504.775,8429.452,829.316,-205.387,17331.56,1566.351,197.322,10.623,-330.076,1447.153
248,1993-09-01,80056.08,-5290.999,-3697.882,76788.272,197.49,13.21,250.551,461.7,188.068,15.439,6.238,1.403,197.49,39.852,13.744,251.085,462.234,8443.865,8531.267,901.914,-352.533,17650.268,1535.61,194.027,9.919,-365.432,1332.539
249,1993-10-01,81231.593,-5360.158,1653.216,76082.939,203.03,14.46,257.383,468.76,187.59,15.349,5.504,2.933,203.03,39.893,14.617,257.54,468.916,8607.129,9196.871,881.285,731.742,17322.964,1620.526,192.222,8.646,-158.965,1537.474
250,1993-11-01,79719.512,-4038.295,370.592,76934.941,209.594,14.96,262.183,482.149,195.571,15.174,4.504,4.718,209.594,37.629,16.607,263.83,483.797,8581.132,8903.133,980.088,-69.067,17779.836,1625.288,209.619,9.526,204.631,1807.45
251,1993-12-01,80175.636,-4831.39,-5373.902,83580.006,208.767,15.97,264.559,518.766,231.625,15.621,4.156,2.805,208.767,39.822,16.778,265.367,519.574,8437.067,8644.516,1250.256,-1250.903,17952.779,1706.422,224.811,10.399,456.253,2161.259
252,1994-01-01,76886.156,-4061.116,-10770.01,88402.068,252.903,16.599,306.708,546.055,220.026,15.695,3.626,0.0,252.903,37.205,17.536,307.644,546.991,8432.23,7992.677,926.953,-815.968,18072.039,1690.77,240.895,11.097,785.935,2557.263
253,1994-02-01,81894.512,-3429.93,1721.36,76903.91,194.065,13.272,244.594,474.597,210.85,14.267,3.849,1.036,194.065,37.257,13.875,245.198,475.2,8403.54,8539.036,881.772,-1287.429,18337.285,1515.069,198.661,12.898,536.654,2330.159
254,1994-03-01,96372.142,-5160.983,9723.908,77654.016,202.598,15.795,261.461,530.492,243.412,14.471,5.508,5.639,202.598,43.069,16.083,261.749,530.779,8413.332,8574.452,936.144,-54.581,17312.783,1696.185,222.858,19.156,139.69,2071.776
255,1994-04-01,87902.551,-4405.822,9081.155,70555.787,183.168,13.315,236.035,515.824,254.767,14.76,6.003,4.258,183.168,39.552,13.977,236.697,516.487,8290.836,8968.4,868.128,215.833,17488.69,1611.987,211.749,8.959,-224.744,1671.515
256,1994-05-01,82469.962,-4728.62,8161.663,73719.808,141.247,15.12,202.48,494.547,267.13,14.543,6.596,3.798,141.247,46.113,14.957,202.317,494.384,8398.774,9213.194,929.385,701.355,17181.157,1668.527,206.131,8.462,-415.294,1435.357
257,1994-06-01,86591.114,-7057.978,-1208.618,83932.669,156.533,14.26,215.744,497.431,258.029,13.144,6.718,3.798,156.533,44.95,13.657,215.14,496.828,8343.323,9305.1,867.48,392.767,17815.368,1592.186,200.582,12.596,-354.69,1447.663
258,1994-07-01,77757.551,-4971.437,-9703.001,87617.708,216.33,14.635,274.451,538.297,241.004,13.897,6.988,1.956,216.33,43.487,14.302,274.118,537.964,8253.492,9778.871,877.305,972.645,17485.348,1649.547,221.166,10.647,-396.43,1455.796
259,1994-08-01,94338.24,-5861.145,-1367.296,86743.143,193.374,15.187,251.577,484.333,209.396,15.199,6.78,1.381,193.374,43.016,15.43,251.82,484.576,8304.41,9510.097,912.804,161.677,18116.696,1656.664,218.879,13.801,-353.485,1486.83
260,1994-09-01,88757.42,-6303.228,2799.428,77099.295,180.928,17.765,238.967,433.624,171.008,14.102,6.325,3.222,180.928,40.274,14.752,235.954,430.61,8400.471,9693.0,891.305,805.5,17490.306,1572.818,209.996,14.236,-334.324,1408.841
261,1994-10-01,85538.455,-5290.859,4557.838,75461.363,209.489,16.114,271.599,476.301,180.671,14.475,5.873,3.683,209.489,45.995,17.616,273.101,477.802,8406.308,8787.903,996.791,-352.129,17719.314,1633.678,221.627,12.805,-175.589,1514.35
262,1994-11-01,86756.186,-5454.47,6853.441,73152.261,198.716,17.753,261.436,482.931,197.506,14.295,4.631,5.064,198.716,44.967,17.406,261.089,482.584,8443.366,8707.233,999.814,481.233,17314.896,1679.577,225.819,19.384,102.793,1748.263
263,1994-12-01,88239.999,-5763.172,3766.828,80043.874,194.468,18.576,262.482,512.711,229.658,14.616,4.229,1.726,194.468,49.439,18.801,262.708,512.936,8566.855,8862.677,1207.848,-1104.806,18319.319,1742.516,245.477,17.698,403.566,2119.285
264,1995-01-01,88953.083,-5585.3,1980.801,83049.856,181.661,18.455,243.462,516.505,256.445,13.067,3.473,0.059,181.661,43.345,17.366,242.373,515.416,8469.309,8014.516,977.677,-303.032,17218.871,1676.643,253.335,13.635,612.924,2432.305
265,1995-02-01,84471.665,-5228.814,6350.134,74907.849,151.839,16.773,206.657,478.622,258.244,9.702,3.778,0.241,151.839,38.045,15.809,205.693,477.658,8574.916,8344.571,1061.643,-1274.393,18278.679,1495.384,235.977,13.115,531.439,2230.289
266,1995-03-01,93695.769,-6072.94,8773.865,74826.637,181.966,18.162,239.82,550.407,294.609,10.67,5.26,0.047,181.966,39.692,18.363,240.022,550.608,8376.541,9006.419,947.806,-216.032,17483.871,1659.694,250.349,14.63,227.729,2143.331
267,1995-04-01,80660.058,-6274.763,6484.262,69517.601,202.143,17.599,267.571,536.526,253.408,9.352,6.125,0.071,202.143,47.829,17.318,267.29,536.245,8397.549,8464.867,997.867,12.233,17142.167,1604.162,231.745,12.138,-50.615,1820.872
268,1995-05-01,83874.087,-7471.942,5401.089,73073.84,174.718,17.171,227.439,533.621,286.483,8.606,6.879,4.214,174.718,35.551,15.558,225.827,532.008,8419.735,8708.548,876.194,332.258,17293.452,1648.688,228.259,12.477,-343.497,1616.918
269,1995-06-01,84818.173,-7299.13,-4587.372,79796.709,164.965,16.388,226.934,560.146,311.683,9.317,7.073,5.14,164.965,45.581,17.411,227.957,561.169,8318.128,9558.367,919.167,-90.7,18130.633,1586.994,217.456,15.606,-379.697,1458.521
270,1995-07-01,80093.422,-5927.048,-14964.625,90648.083,234.038,15.354,294.251,601.277,283.275,10.066,7.293,6.392,234.038,44.859,14.341,293.238,600.264,8199.901,8863.387,894.516,499.323,17146.677,1639.474,222.652,14.552,-313.341,1591.74
271,1995-08-01,88711.639,-6915.101,-11016.476,95025.659,240.237,14.663,301.628,582.282,251.378,16.447,7.201,5.628,240.237,46.729,12.71,299.676,580.33,8176.394,9060.871,820.839,-326.29,18043.935,1628.213,236.891,13.52,-211.956,1661.055
272,1995-09-01,89052.32,-6845.602,151.686,79682.071,208.217,15.073,268.791,499.493,206.52,11.83,6.445,5.907,208.217,45.502,15.114,268.833,499.535,8173.0,9735.567,805.133,179.033,18025.867,1580.857,227.708,11.37,-321.055,1461.606
273,1995-10-01,90573.103,-6685.617,2944.475,77378.663,227.438,15.905,292.175,558.496,238.738,19.182,5.754,2.646,227.438,48.833,18.294,294.565,560.886,8178.125,8577.194,961.903,-420.452,17651.065,1610.256,236.003,12.25,-210.39,1530.314
274,1995-11-01,86778.922,-6763.361,2219.796,78674.73,203.6,14.993,267.659,554.287,263.386,17.276,4.675,1.291,203.6,49.066,19.828,272.494,559.122,8381.842,9074.033,1002.067,-88.533,17979.3,1656.989,236.344,12.679,278.073,1917.002
275,1995-12-01,81291.529,-8004.579,-4013.063,85522.078,199.049,17.201,262.694,585.644,301.139,16.542,4.276,0.994,199.049,46.444,17.684,263.176,586.126,8220.452,8611.645,1134.742,-1327.419,18366.452,1719.118,264.329,8.146,595.154,2342.935
276,1996-01-01,83814.197,-6210.728,-8214.341,88468.208,215.337,16.092,272.584,606.652,317.658,11.3,3.588,1.523,215.337,41.154,17.095,273.586,607.654,8211.039,9364.419,1070.032,-599.968,18260.613,1669.604,263.615,14.186,722.755,2602.488
277,1996-02-01,84532.762,-6107.989,-1812.788,80225.103,169.485,12.825,226.038,571.304,328.772,11.418,3.92,1.156,169.485,43.729,14.424,227.637,572.903,8257.074,8389.793,1047.828,-1516.517,18619.793,1577.744,233.756,12.828,461.636,2354.467
278,1996-03-01,91408.75,-6229.326,2286.756,80319.241,196.558,14.13,259.039,627.925,350.334,10.872,5.741,1.939,196.558,48.352,14.816,259.726,628.612,8385.685,9092.258,866.774,-596.839,18300.677,1670.916,241.526,15.118,333.231,2234.322
279,1996-04-01,89123.885,-7031.05,8787.972,72688.563,149.671,12.051,205.729,556.068,329.254,12.137,6.421,2.527,149.671,44.007,12.103,205.781,556.12,8288.541,9428.5,976.0,661.967,17884.9,1646.842,236.857,10.008,-118.526,1858.4
280,1996-05-01,89524.833,-6872.97,4968.017,77851.52,176.787,9.009,231.211,594.906,343.915,8.603,7.126,4.05,176.787,45.415,9.88,232.082,595.776,8200.185,10006.742,890.871,577.774,17956.581,1676.585,252.158,8.458,-339.162,1643.912
281,1996-06-01,84748.336,-7446.753,-3475.173,84077.94,197.279,6.717,254.182,607.617,330.103,12.207,7.241,3.885,197.279,50.186,7.258,254.723,608.158,8290.874,9938.233,895.433,898.5,18106.9,1631.55,226.587,12.138,-388.174,1534.687
282,1996-07-01,89262.175,-6907.335,-7770.415,91215.951,221.032,7.528,281.656,610.096,298.56,17.0,7.346,5.533,221.032,53.096,7.434,281.563,610.002,8167.127,9820.387,944.742,113.419,18210.742,1670.599,236.864,14.385,-382.35,1538.025
283,1996-08-01,95082.703,-6716.45,-3187.848,92171.521,241.559,9.052,294.581,594.878,271.592,17.542,6.871,4.291,241.559,43.97,9.132,294.661,594.957,8218.071,9985.968,896.452,-149.387,18657.935,1675.645,237.858,17.036,-357.918,1569.787
284,1996-09-01,87773.139,-7456.72,702.323,82396.059,201.147,9.753,259.345,513.259,228.911,15.298,6.07,3.634,201.147,48.445,9.056,258.648,512.561,8353.622,9141.833,1103.833,202.7,17654.567,1617.688,237.5,10.566,-378.767,1475.066
285,1996-10-01,94751.846,-7387.778,2645.591,82553.787,241.017,14.983,310.461,568.744,233.632,16.305,5.73,2.616,241.017,54.461,13.457,308.935,567.218,8393.133,9836.806,1045.032,-444.226,19171.032,1657.074,247.52,11.889,-209.721,1585.36
286,1996-11-01,86905.301,-7240.094,-4867.753,84828.236,230.3,14.166,295.562,561.307,243.572,16.486,4.666,1.021,230.3,51.096,14.073,295.468,561.213,8390.369,9244.267,1024.1,-531.567,18535.133,1639.885,251.807,13.979,272.233,1929.292
287,1996-12-01,86927.583,-6750.185,-7518.422,89524.643,196.854,14.977,264.912,598.134,313.353,14.191,4.412,1.265,196.854,53.08,14.061,263.996,597.218,8382.159,9417.258,1012.871,-462.226,18334.032,1678.109,271.366,12.801,386.728,2283.273
288,1997-01-01,92827.796,-6888.933,-5507.267,92703.081,219.532,14.553,275.641,629.798,336.616,12.781,3.53,1.23,219.532,41.556,13.881,274.968,629.125,8184.507,9763.161,1037.935,-217.226,18554.323,1707.002,278.288,12.028,709.028,2540.341
289,1997-02-01,88440.583,-5439.54,3686.773,78849.55,169.842,13.867,226.521,563.285,321.859,9.767,4.025,1.112,169.842,42.813,14.02,226.674,563.437,8381.611,9560.929,1016.5,-678.821,18398.036,1546.616,240.545,12.443,371.446,2273.601
290,1997-03-01,92811.858,-6351.208,8408.78,80386.51,191.206,15.957,251.136,628.987,357.387,13.424,5.524,1.517,191.206,43.974,15.683,250.862,628.713,8327.692,9833.129,932.742,963.742,17862.548,1717.215,256.985,16.276,160.32,2156.271
291,1997-04-01,88429.433,-6128.94,6150.049,76572.695,189.865,14.195,252.01,603.776,327.586,14.657,6.215,3.309,189.865,47.949,14.063,251.878,603.645,8265.594,10113.767,937.033,200.8,18558.967,1636.678,238.178,13.872,-60.856,1842.037
